"","Bin 1","Bin 10","Bin 100","Bin 101","Bin 102","Bin 103","Bin 104","Bin 105","Bin 106","Bin 107","Bin 108","Bin 109","Bin 11","Bin 110","Bin 111","Bin 112","Bin 113","Bin 114","Bin 115","Bin 116","Bin 117","Bin 118","Bin 119","Bin 12","Bin 120","Bin 121","Bin 122","Bin 123","Bin 124","Bin 125","Bin 126","Bin 127","Bin 128","Bin 129","Bin 13","Bin 130","Bin 131","Bin 132","Bin 133","Bin 134","Bin 135","Bin 136","Bin 137","Bin 138","Bin 139","Bin 14","Bin 140","Bin 141","Bin 142","Bin 143","Bin 144","Bin 145","Bin 146","Bin 147","Bin 148","Bin 149","Bin 15","Bin 150","Bin 151","Bin 152","Bin 153","Bin 154","Bin 155","Bin 156","Bin 157","Bin 158","Bin 159","Bin 16","Bin 160","Bin 161","Bin 162","Bin 163","Bin 164","Bin 165","Bin 166","Bin 167","Bin 168","Bin 17","Bin 18","Bin 19","Bin 2","Bin 20","Bin 21","Bin 22","Bin 23","Bin 24","Bin 25","Bin 26","Bin 27","Bin 28","Bin 29","Bin 3","Bin 30","Bin 31","Bin 32","Bin 33","Bin 34","Bin 35","Bin 36","Bin 37","Bin 38","Bin 39","Bin 4","Bin 40","Bin 41","Bin 42","Bin 43","Bin 44","Bin 45","Bin 46","Bin 47","Bin 48","Bin 49","Bin 5","Bin 50","Bin 51","Bin 52","Bin 53","Bin 54","Bin 55","Bin 56","Bin 57","Bin 58","Bin 59","Bin 6","Bin 60","Bin 61","Bin 62","Bin 63","Bin 64","Bin 65","Bin 66","Bin 67","Bin 68","Bin 69","Bin 7","Bin 70","Bin 71","Bin 72","Bin 73","Bin 74","Bin 75","Bin 76","Bin 77","Bin 78","Bin 79","Bin 8","Bin 80","Bin 81","Bin 82","Bin 83","Bin 84","Bin 85","Bin 86","Bin 87","Bin 88","Bin 89","Bin 9","Bin 90","Bin 91","Bin 92","Bin 93","Bin 94","Bin 95","Bin 96","Bin 97","Bin 98","Bin 99"
"SKST023_3_G102941",316432.795604857,3709.2766910452,162.7182699373,1514.0380959046,0.583219605510259,290.4433635441,0,705.6957226674,248.4515519473,295.1091203881,207.6261795616,751.1868518972,5723.7172084776,60.6548389730669,7998.2736699676,441.4972413712,2085.5933093046,309.1063909204,1218.9289755164,236.7871598371,829.3382790355,954.7304942202,4.08253723857181,1020.6343096429,48.9904468628617,4015.4669839381,2658.3149619157,96.814454514703,2159.0789795989,104.3963093863,2965.0884744141,1200.8491677456,2.33287842204104,0,6484.8187936685,7.58185487163337,2910.8490511017,540.644574308,296.8587792047,2057.0155486346,277.6125322228,44.3246900187797,1898.9630355414,2427.3599981336,65.9038154226592,120.1432387351,1436.4698883717,1390.9787591419,1775.3204791732,0,783.2639302002,5288.635382767,2468.7685901249,235.0375010206,140.5559249279,21.5791254038796,14339.6204406807,554.6418448402,6398.502292053,16.9133685597975,1108.1172504694,235.0375010206,284.0279478834,165.6343679649,40.2421527802079,3492.9022174009,770.433098879,3628.7923854848,1113.366226919,3513.3149035937,129.4747524232,348.1821044896,489.9044686286,258.366285241,36.1596155416361,60.0716193675567,596.6336564369,2310.1328574261,2602.3258797867,7662.3391771937,51540.8661977581,686.4494756855,1749.0755969252,453.7448530869,39.0757135691873,104.3963093863,39043.6364908842,5278.7206494733,1221.8450735439,12319.9309467987,192.4624698183,35842.9272958439,4041.711866186,2023.7720311205,2.33287842204104,3117.8920110578,3943.1477528548,3734.3551340821,9532.7244520651,109.6452858359,2724.8019969439,446.1629982153,249734.051859887,887.6602395866,910.989023807,5828.6967374695,348.7653240951,6186.2103556473,738.3560205759,3582.134817044,1247.5067361864,186.0470541577,1952.6192392483,874.8294082653,414.0859199122,9134.3854615016,1701.8348088789,463.6595863806,2794.2051299996,367.4283514714,278.7789714339,728.4412872823,1173.4378462866,201.7939835065,8847.4414155906,39.6589331746976,1172.8546266811,1242.2577597368,3418.8333275011,342.93312804,4.08253723857181,418.7516767563,5633.3181696235,432.7489472886,993.8062077894,3719.7746439444,286.944045911,6257.946367125,1556.6131271068,354.0143005447,3496.401535034,456.6609511145,839.2530123292,1209.0142422227,2108.3388739195,1157.6909169378,4206.1797949399,121.3096779461,4.08253723857181,11892.4309759596,4820.3100395422,248.4515519473,2.33287842204104,335.3512731683,106.7291878083,161.5518307263,398.922210169,11826.527160537,277.6125322228,6022.9088661044,4294.245955372,3281.1935006007,295.1091203881,58.9051801565361,0,193.0456894238,149.3042190106,148.1377797996
"SKST023_4_G102937",317025.979392262,3003.9287190014,148.6660501398,1331.4356549286,0,389.1552488953,0,703.9774727208,537.8212990352,192.3913590044,229.5578715394,675.5560219588,6755.5602195885,50.2841051943481,7638.8114586544,443.8118849762,2002.6191460009,345.4299400307,1123.7404378215,295.1458348363,323.5672855984,896.3688317253,0,12105.3517591784,50.2841051943481,3740.7001733708,2632.2635936519,74.3330250699058,2068.2071092979,65.5879632969757,4274.1489415195,1506.3368903872,0,0,7063.8236470842,19.6763889890927,3058.5853550823,419.7629651006,174.9012354586,2179.7066469028,229.5578715394,32.7939816484879,1766.5024781318,2632.2635936519,63.4016978537432,78.7055559563709,1486.6605013981,1261.4751607451,1950.1487753634,0,813.2907448824,6888.9224116256,2557.930568582,122.430864821,120.2445993777,50.2841051943481,11311.737403285,330.1260819281,10351.966873706,4.37253088646505,966.3293259087,194.5776244476,168.3424391289,262.3518531879,63.4016978537432,2313.06883894,736.7714543693,4302.5703922816,1158.7206849132,3570.1714687987,67.7742287402083,360.7337981333,310.449692939,124.6171302642,61.2154324105107,83.0780868428359,708.3500036073,1825.5316450991,2444.2447655339,7345.8518892612,36012.1643809261,743.330250699,1086.5739252865,207.695217107,41.539043421418,253.6067914149,39894.9718081071,5336.6739469305,1539.1308720356,16296.4226138552,133.3621920371,36908.5332126514,3038.9089660932,1915.1685282716,2.18626544323252,2240.9220793133,4099.2477060609,3627.0143703227,9341.9122389325,161.7836427992,2914.2918358289,1460.4253160793,242443.720061828,625.2719167645,671.1834910723,5732.3879921556,367.292594463,6386.0813596822,476.6058666246,3694.7885990629,585.9191387863,161.7836427992,2995.1836572285,1042.8486164219,247.0479950852,8729.7579148274,1289.8966115071,317.0084892687,2807.1648291105,461.302008522,133.3621920371,419.7629651006,870.1336464065,240.4891987555,9199.8049851224,28.4214507620228,1348.9257784744,940.0941405899,3469.60325841,4383.4622136812,0,148.6660501398,8447.7296726504,660.2521638562,1366.4159020203,3417.1328877724,233.9304024258,6309.562069169,1714.0321074942,260.1655877446,3611.7105122201,494.0959901705,673.3697565156,1843.021768645,1884.5608120664,1257.1026298587,2616.9597355493,102.7544758319,4.37253088646505,12404.8701249013,6001.2986416732,120.2445993777,0,452.5569467491,67.7742287402083,83.0780868428359,826.4083375418,10697.3968137367,69.9604941834408,7798.4088360104,3561.4264070257,1974.1976952389,356.3612672469,41.539043421418,0,288.5870385066,168.3424391289,48.0978397511155
"SKST023_6_G103009",325283.366590206,4072.8054973036,267.2573655638,2001.970818119,0,318.0854534931,0,836.2040272241,162.3219582258,170.5200369241,319.7250692327,890.3113466328,5453.3619500933,50.8280879293129,8358.7610407624,557.4693514827,2087.2308365811,329.5627636707,1200.1987214276,224.6273563327,278.7346757413,944.4186660414,0,1042.7956104207,98.3769443793153,4094.1205019191,2626.6644149277,109.8542545569,1290.3775871086,77.061939763797,3436.6345903174,1069.0294622552,0,0,6868.3503334158,22.9546203551736,3180.8545349311,698.4763050931,136.0881063913,2221.6793272328,290.2119859189,4.91884721896576,1677.3269016673,2700.4471232122,31.1526990534498,45.9092407103471,950.977129,1303.4945130259,1857.6846330294,0,513.199726512,6399.4202318744,2738.1582852242,70.5034768051759,300.0496803569,29.5130833137946,11608.4794367592,257.4196711258,5960.0032136468,0,1042.7956104207,245.9423609482,211.5104304155,254.1404396465,70.5034768051759,2334.812813269,813.249406869,3754.7200438105,934.5809716034,3772.7558169467,86.8996342017285,288.5723701793,242.6631294689,39.3507777517261,91.8184814206942,57.3865508879339,862.4378790586,2774.2298314966,2647.9794195432,7525.8362450176,38206.3259654467,596.8201292345,946.058281781,114.7731017758,39.3507777517261,214.7896618948,40059.0917512571,5435.3261769571,1237.9098834397,12365.9819084799,154.1238795275,33792.4803942947,4269.5593860622,1993.7727394207,8.19807869827627,2436.4689891277,4161.344747245,3589.1188541053,8845.72691544,129.5296434327,2456.1443780035,341.0400738482,262026.991354306,403.3454719551,531.2354996483,5928.8505145934,406.6247034345,6437.1313938865,460.7320228431,4238.4066870088,595.1805134948,77.061939763797,2579.1155584777,996.8863697103,208.2311989362,9490.0959011246,1216.5948788241,342.6796895879,3736.6842706743,357.4362312448,162.3219582258,221.3481248534,764.0609346793,260.6989026051,9426.150887278,40.9903934913814,1446.1410823759,855.8794161,3885.8893029829,341.0400738482,0,154.1238795275,5235.2930567192,262.3385183448,1011.6429113672,3298.9068681863,493.5243376362,7238.9034905779,2370.8843595414,380.3908516,3200.529923807,501.7224163345,946.058281781,1388.754531488,2279.0658781208,926.3828929052,2129.8608458121,304.9685275758,11.4773101775868,12713.5804452868,5409.0923251226,177.0784998827,0,570.5862774,109.8542545569,70.5034768051759,572.2258931396,10491.9011180539,63.9450138465549,6973.2857407537,3494.0211412053,1970.8181190656,291.8516016586,81.9807869827627,0,188.5558100603,218.0688933741,63.9450138465549
"SKST023_7_G103015",284018.046298186,2598.5543254105,192.8504564362,2007.3339480148,0,865.715552615,0,647.5270800047,439.192280351,398.3699209594,157.6587673055,1110.6497089647,6590.6995403965,32.3763540002393,7547.9134847514,727.7641312227,2110.0936802764,280.1258454803,1354.1761977491,395.554585829,851.6388769628,884.015230963,8.44600539136677,13857.0795121024,30.9686864350115,3347.4334701116,2629.5230118455,125.2824133052,2195.9614017553,73.1987133918454,4946.5438242104,1521.6886380112,7.03833782613898,0,6172.6222735238,35.1916891306949,2816.7427980208,377.254907481,347.6938886112,1974.9575940145,195.6657915666,18.2996783479613,2291.6827961908,2970.1785626306,63.3450404352508,212.5578023493,1364.0298707057,1621.6330351424,1324.6151788793,0,755.9174825273,7785.8093032749,2356.4355041913,277.3105103498,140.7667565227,9.85367295659457,8824.667966413,648.93474757,11658.3027752166,22.5226810436447,1120.5033819213,204.111796958,226.6344780016,374.4395723505,76.014048522301,2176.2540558421,433.5616100901,4802.9617325572,1057.158341486,3806.3330963759,106.9827349573,387.1085804376,243.5264887844,294.2025211326,35.1916891306949,54.899035043884,256.1954968714,2248.0451016687,3536.0609238522,6538.6158404831,57059.8047565087,844.6005391366,2011.5569507105,456.0842911338,32.3763540002393,160.4741024359,41454.4021283933,4384.8844656845,1034.6356604424,18402.4380802229,323.7635400023,34428.7333103414,2266.3447800167,1862.3441887963,1.4076675652278,3665.5663398531,3551.5452670697,3172.8826920234,8087.0501622336,202.7041293928,2538.0246201057,1790.5531429697,246223.579839385,1497.7582894023,982.551960529,5501.1648449102,346.286221046,5216.8159967342,893.8689039196,2870.2341654994,1333.0611842707,287.1641833064,4107.5739553347,1279.569816792,392.7392506985,7221.3346096185,1527.3193082721,658.7884205266,2401.4808662786,574.3283666129,289.9795184369,786.8861689623,1393.5908895755,719.3181258314,7674.6035656219,18.2996783479613,1244.3781276613,1285.2004870529,2832.2271412383,5195.7009832557,11.2613405218224,496.9066505254,9497.5330625919,585.5897071347,1430.1902462714,3398.1095024598,85.8677214788955,5091.5335834289,1403.4445625321,243.5264887844,2891.3491789778,396.9622533942,550.398018004,1990.4419372321,1645.5633837512,1402.0368949668,4591.811597773,260.4184995671,26.7456837393281,13339.0578480985,6711.7589510061,411.0389290465,0,481.4223073079,12.6690080870502,267.4568373932,295.6101886978,9155.4698442415,250.5648266105,8246.1165971044,5273.1226993433,1860.9365212311,249.1571590453,342.0632183503,1.4076675652278,143.5820916532,156.2510997402,115.4287403486
"SKST024_1_G102982",170028.189333612,2201.9950834764,47.4567905921658,1148.4543323304,0,2496.2271851479,0,151.8617298949,142.3703717764,313.2148179082,85.4222230658985,7507.6642716806,8902.8939150903,0,12319.7828377262,1528.1086570677,2837.9160774115,237.2839529608,322.7061760267,455.5851896847,996.5926024354,199.318520487,0,4527.3778224926,113.8962974211,1993.1852048709,2477.244468911,142.3703717764,113.8962974211,9.49135811843317,6264.2963581658,2287.4173065423,37.9654324737327,0,6492.0889530082,0,1936.2370561603,607.4469195797,123.3876555396,1585.0568057783,1252.8592716331,0,1395.2296434096,1926.7456980419,218.3012367239,806.7654400668,161.3530880133,2258.943232187,284.7407435529,0,873.2049468958,11702.844560028,1252.8592716331,797.2740819483,218.3012367239,9.49135811843317,3483.3284294649,474.5679059216,19542.7063658538,85.4222230658985,1072.5234673829,9.49135811843317,85.4222230658985,3777.5605311364,977.6098861986,142.3703717764,1129.4716160935,3891.4568285575,189.8271623686,3692.1383080705,132.879013658,892.1876631327,237.2839529608,237.2839529608,0,85.4222230658985,56.948148710599,1205.402481041,4821.609924164,5144.3161001907,90129.9366926413,294.2321016714,1423.7037177649,6843.2692033903,0,18.9827162368663,70397.4031644188,1357.2642109359,1917.2543399234,28236.7904023386,3483.3284294649,29537.106464564,2904.3555842405,180.3358042502,0,9140.1778680511,2239.9605159502,635.920993935,10829.6396131322,522.0246965138,1822.3407587391,2391.8222458451,292893.820176729,835.2395144221,721.3432170009,4650.7654780322,531.5160546322,2059.6247116999,939.6444537248,2894.8642261221,3331.46669957,85.4222230658985,5552.4444992834,1110.4888998566,901.6790212511,2078.6074279368,607.4469195797,1660.9876707258,1195.9111229225,294.2321016714,180.3358042502,1053.540751146,1509.1259408308,3521.2938619387,6178.8741350999,104.4049393027,208.8098786055,1053.540751146,436.6024734479,1129.4716160935,0,227.7925948423,12908.2470410691,56.948148710599,322.7061760267,3359.9407739253,85.4222230658985,5523.9704249281,142.3703717764,503.0419802769,559.9901289875,1053.540751146,1176.9284066857,1765.3926100285,132.879013658,1034.5580349092,4071.7926328078,1006.0839605539,0,21251.1508271718,4347.0420182423,503.0419802769,0,265.7580273161,0,85.4222230658985,66.4395068290322,3492.8197875834,351.180250382,11304.2075190539,2799.9506449377,2477.244468911,0,1651.4963126073,0,18.9827162368663,227.7925948423,37.9654324737327
"SKST024_2_G102953",207914.119576562,6816.758610407,129.7152229014,2615.178172059,1.49097957357984,2325.9281347845,0,302.6688534367,243.0296704935,685.8506038467,131.206202475,1465.6329208289,4297.0031310571,41.7474280602356,8112.4198598479,767.8544803936,2246.9062173848,454.7487699418,70.0760399582526,280.304159833,1680.3339794244,743.9988072163,1.49097957357984,690.3235425674,123.7513046071,1619.2038169077,2713.5828239153,254.9575070821,477.1134635455,8.94587744147905,3612.6435067839,1528.2540629193,4.47293872073953,5.96391829431937,8986.1338899657,8.94587744147905,3068.4359624273,1073.5052929774,278.8131802594,2394.5131951692,502.4601162964,2.98195914715968,1097.3609661547,2633.069926942,326.5245266139,122.2603250335,548.6804830773,1473.0878186968,1051.1405993737,0,587.4459519904,13721.4850156552,1094.3790070076,960.1908453854,174.4446101088,10.4368570150589,6084.6876397793,1083.9421499925,12809.0055166244,1182.3468018488,1687.7888772923,5.96391829431937,19.3827344565379,474.1315043983,90.9497539883704,633.6663187714,1400.0298195914,4031.6087669598,869.241091397,3609.6615476367,256.4484866557,742.5078276427,861.7861935291,541.2255852094,4.47293872073953,64.1121216639332,74.5489786789921,3642.4630982555,5477.8589533323,5000.7454897867,90506.9330550171,146.1159982108,2920.8289846429,3175.786491725,0,61.1301625167735,41741.4641419412,2758.3122111227,3029.6704935142,24695.0946772029,2718.055762636,35213.9555688087,1076.4872521246,120.7693454599,0,6955.4197107499,2703.1459669002,1146.5632920828,13618.6074250782,292.2319964216,2209.6317280453,1751.9009989563,267688.981660951,937.8261517817,1883.1072014313,5956.4633964514,320.5606083196,2149.9925451021,1476.069777844,4237.3639481139,3072.908901148,31.3105710451767,2958.1034739824,1168.9279856865,205.755181154,5592.6643804979,1130.1625167735,940.8081109288,5030.5650812583,344.4162814969,25.3466527508573,480.0954226927,1687.7888772923,3527.6576710899,9697.3311465632,22.3646936036976,563.5902788131,1938.2734456537,3216.0429402117,229.6108543312,0,812.583867601,9634.7100044729,99.8956314298494,1705.6806321753,1935.2914865066,29.8195914715968,7432.5331742955,2816.4604144923,441.3299537796,1780.2296108543,2023.2592813478,3819.8896675115,3223.4978380796,1452.2141046667,1410.4666766065,8002.087371403,126.7332637542,8.94587744147905,13326.3754286566,4628.0005963918,283.2861189801,16.4007753093783,350.3801997912,70.0760399582526,793.2011331444,1186.8197405695,6763.0833457581,451.7668107946,12144.0286268078,1866.7064261219,1959.1471596839,204.2642015804,2135.0827493663,0,20.8737140301178,432.3840763381,123.7513046071
"SKST024_3_G102944",249130.930459972,8269.6936132648,125.3581583396,2083.3123307281,0,2245.0506539005,0,425.6040970202,87.6630477899488,319.0934939554,146.8356050481,1008.1250495844,4320.4733103276,37.695110549678,9312.0072514873,326.9831682565,3190.4966243151,525.1016562617,62.6790791698134,305.5057215479,458.4777399414,1211.941635696,0.438315238949744,1203.6136461559,70.1304382319591,1701.5397576029,2702.2134481251,134.1244631186,254.2228385908,9.64293525689437,2368.6555512844,930.5432522903,0,1.75326095579898,7754.2348922599,0.438315238949744,3764.6895873393,1509.5576829429,284.4665900783,2191.5761947487,589.9723116263,0,1345.1894683367,1485.8886600396,241.5116966613,74.5135906214565,1219.3929947581,853.8380854741,1214.5715271297,0,408.0714874622,11089.8138606674,1114.6356526491,177.0793565356,169.6279974735,3.50652191159795,7034.5212699044,645.200031734,7416.7321582686,307.2589825037,1495.0932800575,6.13641334529642,31.5586972043816,321.7233853891,60.0491877361149,566.741603962,995.8522228938,4036.0067202492,1149.7008717651,4084.6597117726,178.8326174914,411.5780093738,831.9223235266,153.4103336324,2.19157619474872,70.1304382319591,32.8736429212308,3409.65424379,3539.3955545191,5333.4198275404,60248.621169837,145.0823440923,1570.4835011569,3411.8458199848,4.82146762844719,24.9839686201354,42648.511065049,3938.7007372024,4087.2896032063,15202.0874324939,1321.0821301945,34537.9258835229,1248.7601157678,188.9138679873,0.438315238949744,6129.8386167121,3111.1615660652,1318.0139235218,12114.5948893319,121.413321189,2903.838458042,2244.6123386616,291189.030898156,336.6261035134,1059.8462477804,5677.9356053549,392.29213886,2106.5430383924,980.5111895305,5532.4149460236,1694.5267137797,11.8345114516431,1911.4927570598,1144.0027736588,114.4002773658,6001.4122516998,518.9652429164,447.9581742066,6376.6100962408,591.2872573432,18.847555274839,260.797567175,1467.4794200037,3296.568912141,10025.1461452585,23.6690229032862,670.1840003541,1296.9747920522,4716.7102863381,270.002187193,0.876630477899488,209.9529994569,6710.1679930816,41.6399477002257,1513.9408353324,2330.0838102568,11.8345114516431,8576.5142805296,3627.935232787,482.1467628447,2063.5881449753,2887.6207942009,2486.5623505618,2885.8675332451,2234.0927729268,2176.2351613854,4486.1564706506,95.1144068520945,7.88967430109539,13554.0221340429,2413.3637056572,225.2940328201,37.695110549678,436.1236627549,280.9600681667,555.7837229882,1570.9218163958,7667.4484749478,127.1114192954,9003.4333232666,1200.9837547222,2523.3808306336,68.3771772761601,1679.6239956554,0.876630477899488,14.0260876463918,528.1698629344,49.9679372402708
"SKST024_4_G102938",212124.481586579,9216.3771866911,97.913873210889,1708.1917116218,1.24731048676292,1995.0731235772,0,511.3972995727,205.1825750724,603.0746203498,111.0106333218,827.5905079671,5161.9944494683,31.1827621690729,9032.3988898936,371.0748698119,3418.8780442171,613.6767594873,137.2041535439,391.6554928435,1320.2781502385,1076.4289500763,0.623655243381459,2717.265895413,61.118213851383,1699.4605382144,3216.8137453615,333.655555209,1057.7192927749,46.7741432536094,2384.2339954473,836.9453366179,3.74193146028875,0,7133.3686737971,0,3408.2759050796,1155.6331659858,466.4941220493,2249.5244628769,614.9240699741,0,1125.6977143035,2023.7612647728,316.8168636377,199.569677882,918.6441735008,921.1387944744,1035.8913592566,0,234.4943715114,10987.5580778945,1234.8373818952,1203.6546197262,245.7201658922,1.24731048676292,5337.2415728585,923.0097602045,7476.3790576569,972.902179675,1680.1272256696,16.8386915712994,19.9569677882067,301.2254825532,152.171879385,721.5691165923,2111.0729988462,3507.4370887773,942.3430727493,4187.2213040631,289.3760329289,885.5904456016,580.6230315881,570.0208924506,5.61289719043313,57.9999376344757,44.903177523465,5900.4022576319,6023.8859958215,5509.3704200318,91032.461255418,418.4726683089,2766.5346596401,5652.8111260095,0,137.8278087873,41237.9556581121,3823.0066419283,3918.4258941657,15033.20964171,1424.4285758832,33825.1894352801,4441.6726433627,178.9890548504,2.49462097352583,7452.056503165,3415.7597680002,1236.7083476254,10650.7842464685,93.5482865072188,2684.2121675137,2101.7181701955,281283.482490879,1039.0096354735,1791.1378589915,5135.1772740029,331.1609342355,1742.4927500077,1431.9124388038,4891.3280738407,2956.7495088714,39.9139355764134,2145.9976924755,849.4184414855,218.2793351835,6030.7462034987,995.9774236801,1211.1384826467,6127.4127662228,449.655430478,165.268639496,424.0855654993,2002.5569864978,2894.3839845333,10313.3867597991,14.967725841155,488.3220555676,1879.6969035517,4959.9301506127,669.1820761483,0,768.9669150893,3307.2437556518,77.3332501793009,1794.8797904518,1487.4177554647,18.0860020580623,7151.4546758551,3486.2328105023,646.1068321431,2079.8902366771,2829.5238392216,2316.8792291621,2242.6642551997,2150.3632791792,1631.4821166858,7698.4003243007,94.1719417506003,4.98924194705167,13687.3616264928,3625.9315850198,336.1501761826,33.6773831425988,471.4833639963,62.9891795815273,1077.0526053197,1464.966166703,5879.8216346003,456.5156381552,8842.8076959057,1352.7082228943,1800.4926876422,169.6342261997,1561.0090741837,3.74193146028875,6.23655243381459,251.9567183261,109.1396675917
"SKST024_6_G103012",228828.408144959,8375.457822168,122.7719202876,2329.1181640701,3.54832139559739,2086.4129806112,0,469.0880884979,217.8669336896,401.6699819816,178.1257340589,1306.4919378589,4327.5327740705,46.128178142766,8643.7109196752,294.5106758345,3126.7808138004,486.8296954759,93.675684843771,554.9574662714,928.2408770882,1292.2986522765,2.83865711647791,1406.5546012148,113.5462846591,1635.0664990912,2514.3405409203,102.9013204723,349.8644896059,14.1932855823895,2251.0550933669,662.1167724184,6.38697851207529,1.41932855823895,7861.6608840855,2.12899283735843,3555.4180383885,1801.8376046843,359.7997895135,1840.1594757568,542.8931735263,0,1233.3965171096,1863.5783969677,266.8337689489,97.9336705184878,1034.6905189561,864.3710919675,1062.3674258418,0,337.8001968608,11335.4675303754,1128.3662037999,174.5774126633,254.7694762038,7.09664279119477,6377.7528764467,1031.1421975606,6531.7500250156,651.4718082316,1571.9063782496,4.25798567471686,31.9348925603765,393.8636749113,66.7084422372308,1084.3670184945,1197.2036388745,3591.6109166236,994.9493193255,4290.6302315563,210.0606266193,422.9599103552,1005.5942835122,268.2530975071,0,83.7403849360983,97.2240062393684,4233.8570892267,5334.5463861411,5293.3858579521,79618.6548029723,112.1269561008,2386.6009706788,4534.0450792943,4.25798567471686,53.2248209339608,42122.1232871365,3753.4143722629,4883.9095689002,14022.9661554008,1769.9027121239,34346.3317808244,1644.2921347198,199.4156624325,2.83865711647791,5648.927661791,3120.3938352883,1376.7487014917,10891.9273559257,102.1916561932,2715.8851961902,3333.2931190241,285832.191365231,865.0807562466,1742.9354695174,5089.0025455657,298.7686615092,1992.7372957674,1284.4923452062,4583.7215788327,2587.4359616696,20.5802640944648,1991.3179672092,1258.9444311579,129.8685630788,5567.3162696922,1086.4960113319,672.7617366052,6008.7274513046,326.4455683949,21.9995926527038,302.3169829048,1813.9018974293,3207.68254162,9955.170507488,18.4512712571064,679.1487151173,1674.8076987219,4350.9516952815,315.090939929,0,606.053294368,5087.5832170075,202.9639838281,1603.84127081,2230.4748292725,9.93529990767268,8264.7501946254,3661.1580159773,461.9914457067,1818.8695473832,2634.9834683706,3252.3913912045,3404.9692112152,2175.1210155011,1780.5476763107,6748.9072944262,83.0307206569788,29.805899723018,13465.879696292,2675.4343322804,272.5110831818,51.8054923757218,437.8628602167,238.4471977841,610.3112800427,1506.6172645706,7366.3152172601,313.6716113708,10009.1049927011,1093.5926541231,1884.1586610622,112.1269561008,1426.4252010301,0,13.4836213032701,492.5070097089,82.3210563778593
"SKST024_7_G103022",174250.961156039,6162.288593019,101.7973144448,1181.3223234408,4.73475881138615,3075.2258479953,0,475.8432605443,357.4742902596,883.0325183235,127.8384879074,3087.0627450237,5766.9362322683,18.9390352455446,9758.3379102668,1186.0570822522,2798.2424575292,575.2731955834,333.8004962027,516.088710441,1879.6992481203,459.2716047044,4.73475881138615,6844.0938618586,82.8582791992576,2099.8655328497,2350.8077498532,71.0213821707922,324.3309785799,2.36737940569307,6268.8206662752,1316.2629495653,14.2042764341584,0,7765.0044506732,0,3108.369159675,878.2977595121,494.7822957898,946.9517622772,790.7047215014,7.10213821707922,1110.30094127,2504.6874112232,352.7395314482,750.4592716047,757.5614098217,1803.9431071381,669.9683718111,0,317.2288403628,9692.0512869074,1313.8955701596,362.209049071,300.657184523,9.4695176227723,6948.2585557091,1008.5036268252,13761.5764852938,776.5004450673,1917.5773186113,23.6737940569307,16.5716558398515,1335.2019848108,788.3373420957,390.6176019393,404.8218783735,3016.0413628529,246.207458192,4064.790439575,336.1678756084,989.5645915797,232.0031817579,643.9271983485,0,82.8582791992576,85.2256586049507,1406.2233669816,6867.7676559156,3972.4626427529,104919.887880911,376.4133255051,3356.9439972727,9902.7480540141,0,127.8384879074,51170.9058540557,2312.9296793621,1593.2463400314,24956.9136948163,1503.2859226151,29047.745307854,3693.1118728811,132.5732467188,11.8368970284654,8844.5294596693,2601.7499668566,1070.0554913732,9303.8010643737,350.3721520425,1766.065036647,1972.0270449423,284282.021173841,1441.734058067,1877.3318687146,2608.8521050737,1136.3421147326,3016.0413628529,1545.8987519175,4365.447624098,3908.5433987992,66.2866233594061,5501.7897388307,1337.5693642165,336.1678756084,4886.2710933505,963.523418117,1872.5971099032,2357.9098880703,402.4544989678,229.6358023522,549.2320221207,1969.6596655366,4730.0240525747,8316.6038521997,94.695176227723,359.8416696653,3203.0643359027,999.0341092024,1562.4704077574,0,875.9303801064,9594.988731274,331.433116797,691.2747864623,1938.8837332626,37.8780704910892,2256.1125736254,326.6983579856,293.5550463059,1373.0800553019,1860.7602128747,771.7656862559,2902.4071513797,395.3523607507,1202.628738092,8766.4059392814,343.2700138254,7.10213821707922,14800.856044393,4654.2679115925,492.4149163841,18.9390352455446,276.983390466,26.0411734626238,295.9224257116,163.3491789928,3508.4562792371,624.9881631029,12151.7584894225,2296.3580235222,4471.9796973542,156.2470407757,2663.3018314047,7.10213821707922,16.5716558398515,757.5614098217,80.4908997935645
