parameter,Estimate,Naive SE,Robust SE,95%L,95%H,t value,pvalue,feature,fold_change,qvalue,neg_log10_pvalue,neg_log10_qvalue
adenoma,-0.5451800325854123,0.5960913080245561,0.3079734866134137,-1.1511177193078712,0.0607576541370467,-1.7702174254686869,0.0776550949822098,Bin 982,-1.0000000000000002,0.6540225355819586,1.1098300447639005,0.1844072869811257
adenoma,-0.1573178227495842,0.1721203150506096,0.0889268016988971,-0.3322812623027268,0.0176456168035583,-1.7690709633554178,0.0778465802001389,Bin 1491,-0.9999999999999981,0.6540225355819586,1.1087604612311317,0.1844072869811257
adenoma,-1.3530976228819829,1.422332724272292,0.7680840670473827,-2.864302655214134,0.1581074094501684,-1.761653028533022,0.0790948998596084,Bin 1502,-0.8531506423404527,0.6540225355819586,1.1018515194636294,0.1844072869811257
adenoma,2.764388818089788,1.3752948524279942,1.569775419096224,-0.3241435636438665,5.852921199823443,1.76100911280758,0.0792040278797291,Bin 445,0.48392141063334976,0.6540225355819586,1.1012527320284378,0.1844072869811257
adenoma,1.416967872059098,0.5308865204992214,0.8051558725762018,-0.1671759198129436,3.0011116639311397,1.7598677725908194,0.0793977595109597,Bin 2107,0.889165461816122,0.6540225355819586,1.1001917525572313,0.1844072869811257
adenoma,1.1939344141373642,0.3648130285168359,0.6797469801006253,-0.1434674421327226,2.531336270407451,1.756439453339862,0.0799820130240506,Bin 580,0.9410082703356404,0.6540225355819586,1.0970076695418904,0.1844072869811257
adenoma,-74.53733282300766,60.40625405746164,42.50581803004043,-158.16750934433517,9.092843698319854,-1.7535795398721503,0.0804720803166465,Bin 621,-0.18820929962795163,0.6540225355819586,1.0943547714037263,0.1844072869811257
adenoma,-0.2598946902058374,0.2872273285336699,0.1483974025931062,-0.551866508402514,0.0320771279908391,-1.7513425819079045,0.0808571052792736,Bin 1797,-0.9999999999999991,0.6540225355819586,1.0922818106617722,0.1844072869811257
adenoma,-0.6779653146765338,0.7506803209495931,0.3878426554164727,-1.4410455525878887,0.0851149232348212,-1.7480421640278887,0.0814279159948234,Bin 922,-0.9999999999999993,0.6540225355819586,1.0892266800730628,0.1844072869811257
adenoma,3.3261939699097067,1.3196119879835655,1.9268127609267616,-0.4648092100777514,7.117197149897165,1.7262673557911608,0.0852767271642958,Bin 724,0.6468638040260124,0.6540225355819586,1.0691694757865653,0.1844072869811257
adenoma,-0.6936592665158561,0.7592848556094641,0.4021991775966486,-1.484985954908694,0.0976674218769818,-1.7246660489482717,0.085565504377924,Bin 1394,-0.882361825668006,0.6540225355819586,1.0677012852965515,0.1844072869811257
adenoma,-0.2832771935009707,0.3180463408871981,0.1643201958979642,-0.6065770998632902,0.0400227128613489,-1.7239341272260509,0.0856977622204933,Bin 2500,-1.0,0.6540225355819586,1.0670305184266284,0.1844072869811257
